Date,Avoider,Type of Avoid,Avoided
4/9/19,VJ,agg3,FG
4/9/19,WC,s,YV
4/9/19,WQ,agg2,"PA,GV"
4/11/19,AXAU2,s,IQ
4/11/19,BHBC2,agg2,IQ
4/11/19,CE,agg1,WQ
4/11/19,CF,agg3,QS
4/11/19,CG,sg,PB
4/11/19,DC,agg2,ZI
4/11/19,DC,agg2,PA
4/11/19,DS,s,FD
4/11/19,DZ,hd2,YN
4/11/19,DZ,s,AXAU2
4/11/19,EV,sg,MV
4/11/19,FD,agg2,WQ
4/11/19,HS,agg2,WQ
4/11/19,IQ,hd1,DG
4/11/19,JMJG2,s,KC
4/11/19,JR,agg2,YV
4/11/19,KQ,agg1,CE
4/11/19,MLMS2,agg2,AL
4/11/19,MV,agg3,GV
4/11/19,NW,fg2,YU
4/11/19,PF,agg3,DC
4/11/19,PF,agg2,CG
4/11/19,PM,agg3,CA
4/11/19,PY,agg1,HT
4/11/19,RK,agg3,FA
4/11/19,TL,hd2,YV
4/11/19,TL,hd2,HT
4/11/19,TUCA2,agg1,KTKL2
4/12/19,BH,s,WQ
4/12/19,CA,agg2,"WR,GL"
4/12/19,CF,agg1,BS
4/12/19,DC,s,OI
4/12/19,DS,s,II
4/12/19,DS,agg2,II
4/12/19,FG,agg2,PY
4/12/19,IF,agg1,HL
4/12/19,IQ,agg3,DU
4/12/19,JMJG2,s,AF
4/12/19,KJ,sg,KQ
4/12/19,KS,agg3,YV
4/12/19,LQ,agg1,KT
4/12/19,MRMJ2,s,HLPC2
4/12/19,MV,agg2,IQ
4/12/19,TE,hd2,OI
4/12/19,TL,hd2,YV
4/12/19,TL,hd1,YV
4/12/19,ZI,agg2,CA
4/13/19,CG,agg2,ZI
4/13/19,DO,s,VB
4/13/19,DZ,hd1,WO
4/13/19,FF,agg2,HD
4/13/19,FN2,agg3,TO
4/13/19,II,agg1,UB
4/13/19,II,aggI,PB
4/13/19,II,fd,KQ
4/13/19,II,fg1,IFIA2
4/13/19,IY,agg2,WR
4/13/19,JL,agg2,IY
4/13/19,KL2,s,OI
4/13/19,KQ,agg3,IY
4/13/19,LV,agg1,PY
4/13/19,ML,agg2,PY
4/13/19,MLMS2,agg2,IY
4/13/19,PF,s,OI
4/13/19,PM,agg2,VB
4/13/19,PY,agg1,EZ
4/13/19,QE,hd2,HD
4/13/19,SR,agg1,FF
4/13/19,SZ,s,HD
4/13/19,TL,hd1,YV
4/13/19,TWTP2,s,HL
4/15/19,AF,fd,VB
4/15/19,CC,agg2,PY
4/15/19,CF,agg3,CA
4/15/19,FF,hd1,YU
4/15/19,FF,s,KC
4/15/19,GL,agg3,HD
4/15/19,IE,s,PY
4/15/19,IE,agg2,PY
4/15/19,IG,s,HL
4/15/19,IG,agg2,HL
4/15/19,II,s,HD
4/15/19,IR,agg2,WC
4/15/19,LQ,agg2,CF
4/15/19,LW,agg1,CU
4/15/19,MF,agg2,IR
4/15/19,MF,agg1,WC
4/15/19,MLMS2,s,TL
4/15/19,PS,s,HS
4/15/19,QE,hd2,HD
4/15/19,TL,agg2,YV
4/15/19,TOFN2,agg2,DG
4/15/19,TW,s,TU
4/15/19,YO,s,WQ
4/15/19,YO,agg2,JO
4/16/19,AL,agg2,PY
4/16/19,BHBC2,fg1,GL
4/16/19,BHBC2,fg1,FF
4/16/19,DS2,s,IY
4/16/19,DU,agg2,VB
4/16/19,DU,s,YU
4/16/19,DU,agg2,PB
4/16/19,EZ,agg2,WQ
4/16/19,FF,fd,IQ
4/16/19,FU,agg3,CA
4/16/19,IE,agg1,DQ
4/16/19,IE,agg1,GL
4/16/19,IF,agg2,HA
4/16/19,IG,s,DG
4/16/19,II,agg2,EZ
4/16/19,JO,agg3,VB
4/16/19,JR,agg2,CA
4/16/19,LW,agg2,VB
4/16/19,ML,s,HL
4/16/19,MLMS2,fg1,IG
4/16/19,MRMJ2,s,CA
4/16/19,MZ,s,YU
4/16/19,MZ,s,IY
4/16/19,PY,agg2,IY
4/16/19,PZ,s,WQ
4/16/19,SR,agg2,PY
4/16/19,SR,agg2,IF
4/16/19,TOFN2,s,YU
4/16/19,TUCA2,s,PA
4/16/19,TW,s,IE
4/16/19,VO,agg2,GL
4/16/19,YN,agg2,GV
4/17/19,CC,agg1,YA
4/17/19,DO,fd,GL
4/17/19,DO,hd2,YE
4/17/19,DO,agg2,AF
4/17/19,EV,fd,IQ
4/17/19,EZ,agg2,HC
4/17/19,FG,agg2,HD
4/17/19,FG,agg2,CC
4/17/19,HS,agg2,HC
4/17/19,II,agg1,IY
4/17/19,II,hd2,FD
4/17/19,II,agg3,PB
4/17/19,KC,agg2,IG
4/17/19,MF,sg,JL
4/17/19,MF,hd2,GL
4/17/19,PU,agg2,YN
4/17/19,PY,agg2,QS
4/17/19,PY,agg1,QS
4/17/19,QI,agg2,PY
4/17/19,QS,agg2,HS
4/17/19,TL,hd2,HT
4/17/19,WO,s,JO
4/17/19,YN,agg3,YU
4/17/19,YU,agg2,GV
4/18/19,BC2,fg1,KTKL2
4/18/19,CC,agg2,YV
4/18/19,CC,agg2,PB
4/18/19,DO,agg1,ZI
4/18/19,EQ,agg3,HC
4/18/19,GV,agg1,CA
4/18/19,HLPC2,agg1,SS
4/18/19,HLPC2,agg3,ZI
4/18/19,II,agg1,PY
4/18/19,II,s,TL
4/18/19,II,agg1,IE
4/18/19,IY,agg3,GV
4/18/19,IY,agg3,HJ
4/18/19,JMJG2,s,IF
4/18/19,JMJG2,s,II
4/18/19,JMJG2,s,AF
4/18/19,KB2,s,YL
4/18/19,KC,agg3,SS
4/18/19,LH,s,OI
4/18/19,LV,s,OI
4/18/19,MRMJ2,s,TL
4/18/19,PS,s,YL
4/18/19,RK,agg1,IY
4/18/19,SR,agg2,VB
4/18/19,SR,s,HD
4/18/19,SS,agg3,IY
4/18/19,TE,hd2,OI
4/18/19,TL,agg2,YV
4/18/19,TOFN2,agg2,ZI
4/18/19,UM,agg3,RK
4/18/19,VO,agg3,SS
4/18/19,YL,s,HD
4/18/19,YU,agg2,WQ
4/18/19,ZI,agg2,CA
4/18/19,ZI,agg2,TOFN2
4/19/19,DO,agg2,PB
4/19/19,DZ,agg1,IQ
4/19/19,FA,fd,PB
4/19/19,FG,agg2,DS
4/19/19,HA,agg2,WQ
4/19/19,IF,fd,CR
4/19/19,IQ,agg2,DG
4/19/19,IQ,agg2,HA
4/19/19,JMJG2,s,IQ
4/19/19,JO,agg3,HT
4/19/19,KTKL2,agg2,HT
4/19/19,KTKL2,s,HLPC2
4/19/19,LQ,agg3,TU
4/19/19,LQ,agg3,TUCA2
4/19/19,MF,hd1,IR
4/19/19,ML,agg3,YR
4/19/19,MV,agg2,PY
4/19/19,MZ,sg,AL
4/19/19,PY,agg3,SR
4/19/19,QE,hd2,HD
4/19/19,TU,agg2,KT
4/19/19,TUCA2,agg2,WQ
4/19/19,TWTP2,agg2,AL
4/19/19,WY,s,WR
4/23/19,AX,fg1,BS
4/23/19,CC,agg3,VB
4/23/19,HA,hd2,WQ
4/23/19,HLPC2,s,CE
4/23/19,LQ,agg2,HS
4/23/19,MRMJ2,s,IG
4/23/19,NW,s,HC
4/23/19,PG,agg3,LQ
4/23/19,PM,agg2,PB
4/23/19,PY,hd1,FD
4/23/19,WE,agg2,HC
4/23/19,YV,agg2,EQ
4/25/19,AF,agg2,VB
4/25/19,CA,agg3,PA
4/25/19,CA,agg2,FD
4/25/19,CR,agg3,IQ
4/25/19,CR,agg2,TU
4/25/19,CR,agg3,QE
4/25/19,CR,sg,IQ
4/25/19,DO,agg2,AL
4/25/19,EA,agg2,PY
4/25/19,EY,s,IR
4/25/19,EZ,agg2,II
4/25/19,IF,agg2,SR
4/25/19,II,fd,HA
4/25/19,II,agg3,EZ
4/25/19,JL,agg2,TUCA2
4/25/19,KC,agg3,HD
4/25/19,KC,agg3,GV
4/25/19,LQ,agg3,AN2
4/25/19,MG2,agg1,JL
4/25/19,MR,fg2,HLPC2
4/25/19,"MRMJ2,UM",agg3,WC
4/25/19,MZ,s,IR
4/25/19,TL,hd2,YV
4/25/19,TT,agg1,JO
4/25/19,TU,agg2,YR
4/25/19,TWTP2,fd,HLPC2
4/26/19,BH,s,FF
4/26/19,CR,agg2,PY
4/26/19,IG,agg2,HL
4/26/19,NW,agg1,YV
4/26/19,SR,hd1,IY
4/26/19,TL,hd1,YV
4/26/19,TUCA2,s,HA
4/27/19,CA,agg2,"YN,WO,WC"
4/27/19,CA,agg2,HC
4/27/19,DS,agg2,GL
4/27/19,EV,hd2,FD
4/27/19,FF,hd1,HS
4/27/19,HC,agg1,"YU,YE"
4/27/19,HLPC2,agg1,IQ
4/27/19,HS,agg2,"WR,WY"
4/27/19,HS,agg2,"WY,WC,YN"
4/27/19,HS,agg3,WY
4/27/19,II,agg2,YV
4/27/19,IQ,hd2,HC
4/27/19,IQ,agg2,HC
4/27/19,JMJG2,agg2,WR
4/27/19,MRMJ2,s,HL
4/27/19,PA,agg3,CA
4/27/19,PU,agg1,HC
4/27/19,TL,hd2,YV
4/27/19,VI,s,YA
4/27/19,VP,agg2,HA
4/27/19,WC,agg1,WR
4/27/19,WC,agg1,"WR,WY"
4/27/19,YE,agg2,HC
4/27/19,YU,agg1,HC
4/29/19,AF,agg3,HA
4/29/19,BHBC2,s,IQ
4/29/19,CA,agg2,ZP
4/29/19,CA,agg2,PB
4/29/19,CA,mob,θ
4/29/19,CA,agg2,GV
4/29/19,CG,agg3,ZE
4/29/19,DC,fd,EZ
4/29/19,EA,s,GV
4/29/19,EV,hd2,YA
4/29/19,EZ,s,GV
4/29/19,IF,agg2,PB
4/29/19,KJ,agg2,DS
4/29/19,MRMJ2,s,HL
4/29/19,NW,agg2,PU
4/29/19,PB,agg3,CA
4/29/19,PF,agg3,IY
4/29/19,PM,agg3,CA
4/29/19,PU,agg2,YU
4/29/19,ZE,agg3,CA
4/30/19,AF,agg2,OI
4/30/19,AX,s,IQ
4/30/19,BS,agg2,HC
4/30/19,CF,sg,HA
4/30/19,CU,agg2,VB
4/30/19,DO,agg2,AF
4/30/19,DZ,s,HA
4/30/19,DZ,s,WQ
4/30/19,EX,s,YV
4/30/19,EX,s,WQ
4/30/19,EY,agg1,IE
4/30/19,EZ,agg2,HD
4/30/19,FG,agg3,PB
4/30/19,"HS,WR",agg2,YV
4/30/19,IY,agg2,YN
4/30/19,JL,agg2,IQ
4/30/19,JMJG2,s,AF
4/30/19,JMJG2,s,II
4/30/19,LQ,s,HJ
4/30/19,ML,s,WQ
4/30/19,MLMS2,agg2,VB
4/30/19,MLMS2,agg3,KC
4/30/19,MRMJ2,fd,IQ
4/30/19,MZ,agg1,TL
4/30/19,TE,hd1,OI
4/30/19,TE,agg2,KQ
4/30/19,TL,hd2,YV
4/30/19,TUCA2,s,HL
4/30/19,WQ,agg3,PA
4/30/19,WR,agg1,WQ
4/30/19,YV,agg2,"WR,HS"
4/30/19,ZE,agg2,PB
5/1/19,DZ,sg,TL
5/1/19,DZ,s,YV
5/1/19,EA,s,KC
5/1/19,FF,hd2,HD
5/1/19,JM,s,HL
5/1/19,JMJG2,s,II
5/1/19,ML,s,IQ
5/1/19,TL,hd1,YV
5/1/19,TS2,agg2,ZE
5/2/19,AF,s,JMJG2
5/2/19,AX,agg2,IR
5/2/19,BQ,agg1,HJ
5/2/19,DO,agg2,IY
5/2/19,DU,agg2,AL
5/2/19,DZ,SG,MZ
5/2/19,EV,SG,HLPC2
5/2/19,EZ,agg3,WO
5/2/19,GV,agg2,IR
5/2/19,HLPC2,agg2,YV
5/2/19,IR,agg3,YN
5/2/19,IR,fg2,YN
5/2/19,JL,agg2,AL
5/2/19,JM,fg2,FF
5/2/19,MD,agg2,ZE
5/2/19,MLMS2,s,QE
5/2/19,MR,agg2,IQ
5/2/19,MV,SG,HLPC2
5/2/19,OI,agg1,YU
5/2/19,SZ,agg3,SR
5/2/19,TL,agg2,HC
5/2/19,TT,s,YV
5/2/19,TU,s,HA
5/2/19,TW,s,YN
5/2/19,WQ,s,OI
5/2/19,YN,agg3,IR
5/3/19,AX,fd,IQ
5/3/19,BHBC2,s,AL
5/3/19,EV,agg2,PY
5/3/19,EV,agg2,GV
5/3/19,II,SG,HA
5/3/19,JL,agg2,IQ
5/3/19,JR,agg2,DO
5/3/19,MR,agg2,PY
5/3/19,NW,fg2,HC
5/3/19,PA,agg1,OI
5/3/19,TE,hd2,OI
5/3/19,TE,fd,IQ
5/3/19,TL,hd2,YV
5/4/19,CG,agg3,ZI
5/4/19,CU,agg3,JO
5/4/19,EX,agg2,IE
5/4/19,FA,agg3,WO
5/4/19,HL,agg1,WQ
5/4/19,HS,agg1,WQ
5/4/19,HSPC2,agg1,WQ
5/4/19,IF,agg2,YU
5/4/19,KTKL2,agg2,YU
5/4/19,MR,s,HC
5/4/19,PA,agg1,YU
5/4/19,SR,hd2,HD
5/4/19,TL,hd2,YU
5/4/19,WC,agg3,HC
5/4/19,YA,agg2,WO
5/4/19,YA,agg3,YE
5/4/19,YE,agg1,YU
5/6/19,CF,agg3,PB
5/6/19,DC,agg2,PB
5/6/19,IE,s,YV
5/6/19,JL,agg2,FF
5/6/19,LV,SG,CC
5/6/19,ML,s,IE
5/6/19,MR,fd,TL
5/6/19,PB,agg3,YV
5/6/19,PF,agg2,PB
5/6/19,RK,agg3,VO
5/6/19,TE,hd2,HD
5/6/19,TO,agg3,RD
5/6/19,TT,s,YV
5/6/19,TT,SG,CC
5/7/19,CC,s,PY
5/7/19,CE,s,YV
5/7/19,DS,s,VB
5/7/19,DU,agg1,TL
5/7/19,FA,agg2,IR
5/7/19,FU,agg3,TOFN2
5/7/19,GV,agg2,HS
5/7/19,HJ,agg3,WR
5/7/19,IG,s,HA
5/7/19,JMJG2,fg1,AF
5/7/19,JMJG2,fg1,CC
5/7/19,JMJG2,fg1,BH
5/7/19,KS,agg3,PB
5/7/19,LQ,s,HA
5/7/19,LV,agg1,CF
5/7/19,LV,agg2,RD
5/7/19,MZ,s,HA
5/7/19,PB,agg3,KQ
5/7/19,PB,agg2,KSKQ
5/7/19,PF,fd,VB
5/7/19,SS,agg2,IR
5/7/19,TE,hd2,OI
5/7/19,TL,hd2,YV
5/7/19,TT,s,CC
5/7/19,UM,s,YV
5/7/19,UM,agg2,ZE
5/7/19,UM,agg3,PYTT
5/7/19,UM,agg3,PY
5/7/19,UM,agg2,IE
5/7/19,VB,agg2,PB
5/7/19,VI,hd2,WQ
5/7/19,VJ,agg3,UM
5/8/19,AF,hd2,FD
5/8/19,AX,fg2,IQ
5/8/19,BHBC2,agg2,SR
5/8/19,BQ,agg2,RK
5/8/19,CC,s,AX
5/8/19,CF,agg3,GV
5/8/19,DO,agg2,TT
5/8/19,EQ,agg2,HJ
5/8/19,FA,agg2,WQ
5/8/19,FF,agg3,AX
5/8/19,FF,agg2,AX
5/8/19,FG,agg3,IG
5/8/19,FU,agg3,IG
5/8/19,FUFG,agg2,VI
5/8/19,GL,agg2,WQ
5/8/19,HJ,agg2,EQ
5/8/19,IE,agg2,HJ
5/8/19,IQ,agg3,IG
5/8/19,IY,agg1,YE
5/8/19,IY,agg1,HD
5/8/19,JL,hd2,HD
5/8/19,JR,agg2,HD
5/8/19,KC,agg3,EQ
5/8/19,KC,hd2,HD
5/8/19,LQ,agg2,CA
5/8/19,ML,agg3,GV
5/8/19,NW,s,OI
5/8/19,OI,agg2,HD
5/8/19,PY,s,WR
5/8/19,PY,agg2,PB
5/8/19,QE,agg1,TU
5/8/19,RK,agg2,IY
5/8/19,SR,hd2,HD
5/8/19,SR,agg2,CC
5/8/19,TL,agg2,HA
5/8/19,TL,hd2,YV
5/8/19,TO,s,HD
5/8/19,TOFN2,agg1,IQ
5/8/19,TOFN2,agg1,IG
5/8/19,TU,agg2,HJ
5/8/19,TUCA,s,AL
5/8/19,TUCA2,agg3,TE
5/8/19,TUCA2,agg1,TOFN2
5/8/19,VM,agg2,RK
5/8/19,WR,agg1,YR
5/8/19,YE,agg1,YR
5/8/19,YL,agg2,WR
5/8/19,YR,agg,EQ
5/9/19,AX,s,GV
5/9/19,CC,agg2,DG
5/9/19,CF,s,HL
5/9/19,DC,agg3,WQ
5/9/19,EZ,agg2,WQ
5/9/19,FF,hd2,HD
5/9/19,FG,fd,CC
5/9/19,IE,hd2,HD
5/9/19,IE,agg1,WC
5/9/19,JV,agg2,PM
5/9/19,KC,s,FD
5/9/19,LQ,agg1,IY
5/9/19,MF,agg2,IR
5/9/19,ML,agg2,GV
5/9/19,MLMS2,agg2,WQ
5/9/19,PU,agg1,HJ
5/9/19,TE,hd2,OI
5/9/19,TE,hd1,OI
5/9/19,TL,hd2,YV
5/9/19,TO,s,HS
5/9/19,TU,s,HA
5/9/19,VJ,agg2,DO
5/9/19,VO,hd2,HD
5/9/19,WC,agg2,IE
5/9/19,WQ,agg2,EQEZ
5/9/19,WQ,agg2,WR
5/11/19,AF,agg2,IY
5/11/19,AX,agg2,IW
5/11/19,AX,agg2,IG
5/11/19,CA,agg2,YR
5/11/19,CA,agg2,EQ
5/11/19,CC,agg2,AF
5/11/19,CV2,agg3,HS
5/11/19,DL2,agg2,PB
5/11/19,EQ,agg3,HS
5/11/19,EX,agg3,CG
5/11/19,EY,hd1,WY
5/11/19,EY,hd2,WY
5/11/19,FG,agg3,LW
5/11/19,FG,agg3,EZ
5/11/19,FG,agg2,CG
5/11/19,FU,agg3,LV
5/11/19,HC,s,WQ
5/11/19,HJ,agg1,HC
5/11/19,HS,agg3,EQ
5/11/19,"HS,TWTP2",agg1,EQ
5/11/19,IFIA2,agg2,WQ
5/11/19,IR,agg1,HC
5/11/19,IW,agg3,AX
5/11/19,JL,hd2,IY
5/11/19,JV,agg2,PB
5/11/19,LQ,agg3,PY
5/11/19,LQ,agg2,FGLV
5/11/19,LQ,agg3,TOFN2
5/11/19,LQ,agg2,FG
5/11/19,LQ,agg2,"TOFN2,FG,FU"
5/11/19,LQ,agg3,VO
5/11/19,LQ,agg3,"FG,FU,LV"
5/11/19,LQ,agg3,FG
5/11/19,LQ,agg3,LV
5/11/19,LQ,agg2,"LV,FG,HL"
5/11/19,LW,agg2,DC
5/11/19,"LW,DC",agg2,OI
5/11/19,MF,agg2,HC
5/11/19,ML,s,TL
5/11/19,MR,agg2,TL
5/11/19,MRMJ2,s,PG
5/11/19,PM,agg2,CA
5/11/19,PY,agg2,HS
5/11/19,TE,hd1,OI
5/11/19,TL,hd1,YV
5/11/19,TL,hd2,YV
5/11/19,TO,agg2,LQ
5/11/19,TOFN2,agg3,IG
5/11/19,TOFN2,agg3,"IG,IQ"
5/11/19,TOFN2,agg1,IQ
5/11/19,TW,agg1,DZ
5/11/19,TWTP2,agg1,EQ
5/11/19,VO,agg2,IG
5/11/19,WR,agg2,OI
5/11/19,"WR,TE",agg1,OI
5/11/19,YR,agg1,WY
5/11/19,YR,agg2,WY
5/11/19,ZI,agg2,YU
5/13/19,FG,agg2,IY
5/13/19,MLMS2,fd,PY
5/13/19,PY,agg3,PU
5/13/19,QE,agg3,PY
5/13/19,QE,SG,PY
5/13/19,TE,hd2,OI
5/13/19,VI,agg2,YU
5/13/19,WC,agg2,YR
5/14/19,EZ,agg3,YV
5/14/19,IY,agg3,YV
5/14/19,JO,agg1,YV
5/14/19,KTKL2,agg1,DS
5/14/19,MLMS2,agg2,TE
5/14/19,MLMS2,agg2,TLTE
5/14/19,QB,agg1,HL
5/14/19,TL,agg1,JOEZ
5/14/19,VO,hd2,BQ
5/15/19,AL,agg3,HL
5/15/19,BH,s,YV
5/15/19,CF,agg2,LQ
5/15/19,CV2,s,YV
5/15/19,DC,agg1,VB
5/15/19,DZ,s,YU
5/15/19,DZ,fd,PY
5/15/19,EA,s,AX
5/15/19,EZ,agg2,YV
5/15/19,EZ,agg2,DG
5/15/19,HJ,agg3,HC
5/15/19,HJ,agg2,HC
5/15/19,IF,agg2,IE
5/15/19,IG,agg2,HA
5/15/19,IQ,agg1,SR
5/15/19,JG2,s,IE
5/15/19,JM,s,IE
5/15/19,JMJG2,s,AL
5/15/19,MF,hd1,IR
5/15/19,ML,s,YU
5/15/19,ML,agg2,TL
5/15/19,MLMS2,fg1,VI
5/15/19,MLMS2,s,PY
5/15/19,MV,agg2,EY
5/15/19,MZ,agg1,TL
5/15/19,OI,agg1,WR
5/15/19,PB,agg1,HJ
5/15/19,PB,agg2,NW
5/15/19,QE,agg1,HJ
5/15/19,SR,hd1,HD
5/15/19,SR,agg1,HD
5/15/19,TL,hd2,YV
5/15/19,TU,s,IR
5/15/19,TWTP2,SG,IQ
5/15/19,ZI,agg1,HJ
5/16/19,AF,agg3,IQ
5/16/19,CC,hd2,YV
5/16/19,CO,s,HD
5/16/19,DU,agg2,BZ
5/16/19,FD,agg3,YV
5/16/19,FD,agg2,IYYV
5/16/19,FD/JG2,agg1,HD
5/16/19,FO,agg2,UM
5/16/19,HLPC2,s,HS
5/16/19,HS,agg3,YR
5/16/19,IIID2,s,IF
5/16/19,IIID2,agg1,HD
5/16/19,IQ,agg2,AF
5/16/19,IY,agg2,FD
5/16/19,JL,hd2,YE
5/16/19,JM,agg2,SR
5/16/19,JM,s,JO
5/16/19,JM,s,VI
5/16/19,JM,s,HD
5/16/19,JMJG2,s,IE
5/16/19,LV,agg3,TW
5/16/19,MLMS2,agg2,IQ
5/16/19,MV,agg2,HA
5/16/19,MV,agg2,IE
5/16/19,MV,SG,AX
5/16/19,QE,agg2,SR
5/16/19,SR,hd1,HD
5/16/19,TE,hd1,OI
5/16/19,TL,hd2,YV
5/16/19,TU,agg2,AX
5/16/19,VO,hd2,YV
5/16/19,WC,s,WQ
5/16/19,YR,s,YE
5/17/19,AL,agg1,VB
5/17/19,CF,agg3,PM
5/17/19,FG,agg2,CA
5/17/19,IIID2,s,HA
5/17/19,MV,agg2,CA
5/17/19,PF,agg2,RK
5/17/19,RK,agg2,PY
5/17/19,VB,agg2,AL
5/18/19,AL,agg2,PY
5/18/19,AL,agg2,RK
5/18/19,AL,agg2,PYRKFA
5/18/19,BH,s,MF
5/18/19,CQ,agg2,PG
5/18/19,EV,agg2,TL
5/18/19,EX,agg1,QI
5/18/19,EX,agg3,QI
5/18/19,EX,agg2,QS
5/18/19,HAWQ,s,YU
5/18/19,HLPC2,hd1,WY
5/18/19,IIID2,s,IG
5/18/19,IIID2,s,HL
5/18/19,IIID2,s,AF
5/18/19,IQ,SG,IG
5/18/19,IY,agg2,HJ
5/18/19,JP2,agg2,RD
5/18/19,KC,s,AF
5/18/19,KCKB2,agg3,PB
5/18/19,ML,agg3,HA
5/18/19,ML,agg3,YU
5/18/19,MLMS2,agg2,TE
5/18/19,MV,agg3,SR
5/18/19,PB,agg2,IY
5/18/19,PG,agg2,CQ
5/18/19,QI,agg2,RK
5/18/19,QI,agg3,FA
5/18/19,QS,agg2,VB
5/18/19,QS,agg2,IY
5/18/19,RD,agg2,QS
5/18/19,RD,agg3,VB
5/18/19,RD,agg3,QI
5/18/19,RD,agg3,QS
5/18/19,RD,agg2,QI
5/18/19,TE,agg3,HA
5/18/19,TO,agg1,VO
5/18/19,TUCA2,agg3,HLPC2
5/18/19,TWTP2,s,HLPC2
5/18/19,UM,fd,PB
5/18/19,VM,agg2,FA
5/18/19,WY,agg2,WR
5/18/19,WY,agg1,HS
5/18/19,YA,agg2,IY
5/20/19,AF,agg1,PB
5/20/19,AF,s,DG
5/20/19,BHBC2,s,HLPC2
5/20/19,CA,agg1,YV
5/20/19,CA,agg3,WO
5/20/19,CA,agg2,YE
5/20/19,CC,hd2,YV
5/20/19,CC,agg3,AF
5/20/19,CF,s,HA
5/20/19,CG,agg2,IY
5/20/19,CR,SG,DS
5/20/19,DO,agg2,CU
5/20/19,DS2,agg2,QE
5/20/19,EY,agg1,DS
5/20/19,EY,agg2,QBIW
5/20/19,FG,agg3,PY
5/20/19,FG,agg2,PY
5/20/19,HS,s,CAWI
5/20/19,IF,s,IY
5/20/19,IIID2,s,PY
5/20/19,IW,agg3,EY
5/20/19,MLMS2,s,KCKB2
5/20/19,MV,agg2,PM
5/20/19,PB,agg2,HS
5/20/19,PF,agg2,YE
5/20/19,PG,agg2,UM
5/20/19,SR,agg2,YU
5/20/19,TU,agg3,HL
5/20/19,UM,s,HA
5/20/19,UM,fd,CA
5/20/19,VI,agg3,AF
5/20/19,WR,agg2,YR
5/20/19,YU,agg2,YV
5/20/19,ZE,fg1,DC
5/21/19,AF,hd2,HD
5/21/19,BH,s,YV
5/21/19,CF,hd1,HD
5/21/19,DO,s,HA
5/21/19,DU,s,HL
5/21/19,FG,agg2,DC
5/21/19,IG,agg2,PY
5/21/19,IIID2,s,YL
5/21/19,IY,s,YU
5/21/19,JM,s,AL
5/21/19,JM,s,IIID2
5/21/19,KT,agg2,TL
5/21/19,MG2,agg3,PB
5/21/19,MV,agg2,PY
5/21/19,MZ,agg2,YV
5/21/19,PB,agg2,MG2
5/21/19,PB,agg2,"JV,MLMS2"
5/21/19,SR,hd1,HD
5/21/19,TE,hd2,OI
5/21/19,TL,hd1,YV
5/21/19,TU,agg1,HL
5/21/19,VB,agg2,PB
5/22/19,AX,fd,IQ
5/22/19,AX,fg1,HL
5/22/19,BH,agg2,PY
5/22/19,CC,s,YV
5/22/19,CC,hd2,YV
5/22/19,CC,hd2,EQ
5/22/19,DL2,agg3,AL
5/22/19,DO,hd2,EQ
5/22/19,DU,hd2,CA
5/22/19,FG,agg2,PY
5/22/19,IE,fg2,HA
5/22/19,IG,agg3,HA
5/22/19,KC,hd2,IY
5/22/19,KQ,agg2,IY
5/22/19,MRMJ2,agg2,IG
5/22/19,MV,hd2,YR
5/22/19,MV,agg2,IG
5/22/19,MZ,agg2,FF
5/22/19,MZ,agg2,TO
5/22/19,NW,agg2,GV
5/22/19,PA,agg1,OI
5/22/19,PM,agg2,IG
5/22/19,TE,hd1,OI
5/22/19,TL,hd2,YV
5/23/19,AL,s,YU
5/23/19,DO,agg3,HS
5/23/19,DO,agg2,HSEZ
5/23/19,DO,agg3,EZ
5/23/19,DO,agg2,TUCA2MZ
5/23/19,DO,agg2,TUCA2FFFO
5/23/19,FG,s,WY
5/23/19,FG,agg1,FU
5/23/19,HA,agg3,KQ
5/23/19,MLMS2,agg3,HS
5/23/19,MRMJ2,agg1,TOFN2
5/23/19,MS2,s,OI
5/23/19,TE,s,OI
5/23/19,TL,hd1,YV
5/23/19,ZE,agg1,VB
5/24/19,CR,s,DU
5/24/19,DU,s,YU
5/24/19,EV,s,IR
5/24/19,JMJG2,agg3,KCKB2
5/25/19,AL,agg2,HC
5/25/19,AX,agg3,CE
5/25/19,AX,hd1,CE
5/25/19,FF,hd1,YU
5/25/19,JL,agg2,IQ
5/25/19,JMJG2,agg3,SR
5/25/19,JO,s,CE
5/25/19,MV,agg2,"PF,RK,AN2"
5/25/19,MZ,agg2,TE
5/25/19,OI,agg2,LW
5/25/19,PM,agg3,ZE
5/25/19,TE,hd2,HS
5/25/19,TWTP2,agg2,EV
5/25/19,ZE,agg2,PMKQ
5/27/19,AL,agg2,WQ
5/27/19,AL,s,HC
5/27/19,CF,agg2,KS
5/27/19,CF,SG,CE
5/27/19,CF,agg2,VB
5/27/19,CG,agg3,QS
5/27/19,CU2,agg3,LQ
5/27/19,DU,s,HC
5/27/19,DU,s,WQ
5/27/19,DZ,fd,MV
5/27/19,EV,SG,PY
5/27/19,EY,agg3,WY
5/27/19,EY,SG,WC
5/27/19,GV,agg2,YV
5/27/19,GV,agg2,YU
5/27/19,IIID2,s,IQ
5/27/19,IW,agg2,ZE
5/27/19,IY,s,YV
5/27/19,JL,SG,TT
5/27/19,JR,s,DG
5/27/19,KCKB2,fd,YU
5/27/19,KS,agg3,CQ
5/27/19,KT,hd2,YV
